1|1|5|False|False
2|2|9|False|False
3|135|19|False|False
4|137|19|False|False
5|140|19|False|False
6|147|24|False|False
7|149|24|False|False
8|150|28|False|False
9|152|28|False|False
10|156|32|False|False
11|158|32|False|False
12|161|32|False|False
13|162|37|False|False
14|164|37|False|False
15|165|41|False|False
16|167|41|False|False
17|171|45|False|False
18|173|45|False|False
19|176|45|False|False
20|189|50|False|False
21|191|50|False|False
22|192|59|False|False
23|194|59|False|False
24|197|59|False|False
25|204|64|False|False
26|206|64|False|False
27|209|64|False|False
28|210|69|False|False
29|212|69|False|False
30|215|69|False|False
31|216|74|False|False
32|218|74|False|False
33|221|74|False|False
34|240|79|False|False
35|242|79|False|False
36|245|79|False|False
37|252|84|False|False
38|254|84|False|False
39|257|84|False|False
40|258|89|False|False
41|260|89|False|False
42|263|89|False|False
43|264|94|False|False
44|266|94|False|False
45|269|94|False|False
46|276|99|False|False
47|278|99|False|False
48|281|99|False|False
49|282|104|False|False
50|284|104|False|False
51|287|104|False|False
52|288|109|False|False
53|290|109|False|False
54|293|109|False|False
55|300|114|False|False
56|302|114|False|False
57|305|114|False|False
58|318|119|False|False
59|320|119|False|False
60|323|119|False|False
61|336|124|False|False
62|338|124|False|False
63|341|124|False|True
64|348|129|False|True
65|350|129|False|False
66|353|129|False|True
